gender,age_band,num_of_prev_attempts,score,final_result,dataset
F,0-35,0,86.71428571428571,Pass,D2
M,0-35,0,50.85714285714285,Fail,D2
M,0-35,0,83.0,Pass,D2
M,0-35,1,,Fail,D2
F,0-35,0,44.7,Pass,D2
F,0-35,2,73.5,Fail,D2
M,0-35,0,45.0,Fail,D2
M,0-35,0,75.83333333333333,Pass,D2
M,0-35,0,74.85714285714286,Excellent,D2
F,0-35,0,,Fail,D2
F,35-55,2,89.07692307692308,Fail,D2
F,0-35,1,77.71428571428571,Pass,D2
M,0-35,0,55.0,Fail,D2
M,0-35,2,80.4,Fail,D2
M,0-35,1,37.0,Fail,D2
M,0-35,0,44.5,Fail,D2
M,35-55,0,85.85714285714286,Pass,D2
F,0-35,0,59.57142857142857,Fail,D2
M,0-35,0,72.72727272727273,Fail,D2
M,35-55,0,74.57142857142857,Pass,D2
F,0-35,2,58.66666666666666,Fail,D2
M,0-35,0,70.0,Fail,D2
M,35-55,1,86.75,Fail,D2
M,0-35,0,70.57142857142857,Pass,D2
F,0-35,1,92.77777777777776,Pass,D2
F,0-35,0,62.71428571428572,Pass,D2
F,35-55,0,83.71428571428571,Pass,D2
F,35-55,0,83.0,Pass,D2
F,0-35,0,,Fail,D2
F,0-35,1,59.333333333333336,Fail,D2
M,0-35,1,,Fail,D2
F,0-35,0,86.0,Pass,D2
M,0-35,0,49.333333333333336,Pass,D2
F,0-35,0,,Fail,D2
F,0-35,1,,Fail,D2
M,0-35,0,75.14285714285714,Pass,D2
F,0-35,1,,Fail,D2
M,0-35,1,66.8,Pass,D2
M,0-35,0,47.833333333333336,Fail,D2
M,0-35,1,77.57142857142857,Fail,D2
M,55<=,0,95.71428571428572,Excellent,D2
M,0-35,0,86.85714285714286,Pass,D2
M,0-35,2,,Fail,D2
M,0-35,0,,Fail,D2
M,0-35,0,64.71428571428571,Pass,D2
M,0-35,0,85.0,Excellent,D2
F,0-35,1,54.25,Fail,D2
M,35-55,1,83.42857142857143,Fail,D2
F,0-35,0,67.5,Fail,D2
M,35-55,0,,Fail,D2
M,0-35,1,56.0,Fail,D2
M,0-35,0,83.85714285714286,Pass,D2
M,0-35,0,74.14285714285714,Pass,D2
M,0-35,2,,Fail,D2
M,35-55,0,79.83333333333333,Pass,D2
M,0-35,0,62.5,Fail,D2
F,35-55,1,57.6,Fail,D2
M,0-35,0,,Fail,D2
M,35-55,0,84.71428571428571,Pass,D2
F,0-35,0,40.0,Fail,D2
M,35-55,0,,Fail,D2
F,0-35,1,83.5,Fail,D2
M,0-35,1,,Fail,D2
F,35-55,2,65.14285714285714,Fail,D2
M,0-35,0,67.5,Pass,D2
M,0-35,1,67.66666666666667,Fail,D2
F,0-35,1,62.0,Fail,D2
F,35-55,2,50.285714285714285,Fail,D2
F,0-35,0,79.5,Pass,D2
M,0-35,1,60.0,Fail,D2
F,0-35,0,69.57142857142857,Pass,D2
M,35-55,0,67.5,Fail,D2
M,0-35,0,,Fail,D2
M,0-35,1,,Fail,D2
M,0-35,2,59.5,Fail,D2
M,0-35,0,,Fail,D2
M,0-35,2,54.16666666666666,Fail,D2
M,0-35,0,37.285714285714285,Fail,D2
F,0-35,0,77.42857142857143,Pass,D2
M,0-35,1,,Fail,D2
F,0-35,0,65.0,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,72.85714285714286,Pass,D2
F,35-55,0,86.57142857142857,Excellent,D2
F,0-35,1,,Fail,D2
M,0-35,0,81.71428571428571,Pass,D2
M,35-55,0,52.71428571428572,Fail,D2
F,0-35,0,69.0,Pass,D2
F,35-55,1,75.0,Fail,D2
M,0-35,2,48.25,Fail,D2
F,0-35,1,90.28571428571428,Excellent,D2
M,0-35,1,71.0,Fail,D2
M,0-35,0,58.285714285714285,Fail,D2
M,0-35,0,60.42857142857143,Fail,D2
M,0-35,0,80.0,Fail,D2
F,0-35,0,59.4,Fail,D2
M,0-35,0,68.71428571428571,Pass,D2
F,0-35,0,73.66666666666667,Fail,D2
M,35-55,0,57.0,Fail,D2
M,0-35,2,51.3,Pass,D2
M,0-35,0,68.3125,Pass,D2
M,0-35,0,57.0,Fail,D2
M,0-35,1,70.0,Fail,D2
F,0-35,0,80.28571428571429,Pass,D2
M,0-35,0,86.42857142857143,Excellent,D2
M,0-35,0,64.28571428571429,Pass,D2
F,0-35,2,82.0,Pass,D2
F,0-35,2,45.0,Fail,D2
F,0-35,0,71.2,Fail,D2
F,0-35,0,60.5,Fail,D2
M,35-55,0,80.0,Fail,D2
M,0-35,1,65.5,Fail,D2
M,0-35,1,65.0,Fail,D2
F,0-35,0,,Fail,D2
M,0-35,0,,Fail,D2
M,0-35,0,55.71428571428572,Fail,D2
M,0-35,0,76.14285714285714,Pass,D2
F,0-35,0,,Fail,D2
M,0-35,1,41.44444444444444,Fail,D2
M,0-35,1,71.0,Fail,D2
F,35-55,0,67.42857142857143,Pass,D2
M,0-35,0,44.0,Fail,D2
F,35-55,0,60.0,Fail,D2
M,0-35,0,72.85714285714286,Pass,D2
M,35-55,0,60.71428571428572,Fail,D2
M,0-35,0,,Fail,D2
F,0-35,0,54.85714285714285,Fail,D2
F,35-55,1,75.0,Fail,D2
M,0-35,0,51.66666666666666,Fail,D2
M,35-55,2,72.5,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,65.14285714285714,Fail,D2
M,0-35,1,42.375,Fail,D2
M,0-35,0,56.66666666666666,Fail,D2
F,0-35,0,,Fail,D2
M,0-35,1,55.42857142857143,Fail,D2
M,0-35,1,,Fail,D2
M,0-35,1,,Fail,D2
M,0-35,1,41.0,Fail,D2
F,35-55,0,85.1875,Fail,D2
F,0-35,2,57.0625,Fail,D2
F,0-35,0,47.0,Fail,D2
M,35-55,1,61.85714285714285,Fail,D2
F,0-35,0,70.71428571428571,Fail,D2
M,0-35,0,82.5,Fail,D2
M,0-35,0,37.5,Fail,D2
F,0-35,1,55.63636363636363,Fail,D2
M,35-55,0,92.5,Pass,D2
M,0-35,0,69.71428571428571,Pass,D2
F,0-35,0,,Fail,D2
M,0-35,0,,Fail,D2
F,35-55,0,,Fail,D2
M,0-35,0,65.0,Fail,D2
M,35-55,0,64.85714285714286,Pass,D2
M,35-55,1,64.57142857142857,Fail,D2
M,0-35,1,64.2,Fail,D2
M,0-35,0,93.9375,Pass,D2
F,0-35,1,,Fail,D2
M,35-55,1,47.27272727272727,Fail,D2
F,0-35,0,92.0,Pass,D2
F,0-35,1,,Fail,D2
M,0-35,1,63.2,Pass,D2
F,0-35,0,80.14285714285714,Pass,D2
M,0-35,1,47.91666666666666,Fail,D2
F,0-35,0,69.57142857142857,Pass,D2
M,0-35,0,46.0,Fail,D2
F,0-35,0,88.85714285714286,Pass,D2
M,0-35,0,,Fail,D2
M,0-35,0,66.14285714285714,Pass,D2
M,0-35,1,59.4,Fail,D2
F,0-35,0,76.71428571428571,Pass,D2
M,35-55,1,24.2,Fail,D2
F,35-55,0,55.0,Fail,D2
F,0-35,0,72.5,Fail,D2
F,0-35,0,,Fail,D2
M,35-55,0,74.42857142857143,Pass,D2
F,0-35,0,40.0,Fail,D2
M,0-35,0,70.0,Fail,D2
M,35-55,0,91.42857142857144,Excellent,D2
F,0-35,1,70.0,Fail,D2
F,0-35,1,49.8,Fail,D2
F,0-35,1,45.0,Fail,D2
F,0-35,0,44.285714285714285,Fail,D2
M,0-35,0,54.0,Pass,D2
F,0-35,0,81.42857142857143,Pass,D2
M,0-35,1,60.0,Fail,D2
M,0-35,0,82.85714285714286,Pass,D2
F,0-35,1,58.833333333333336,Fail,D2
F,35-55,1,84.25,Fail,D2
M,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,1,,Fail,D2
M,0-35,0,62.5,Fail,D2
M,0-35,1,85.71428571428571,Pass,D2
F,0-35,0,89.16666666666667,Fail,D2
M,0-35,0,71.0,Pass,D2
M,0-35,0,72.5,Fail,D2
F,0-35,0,74.33333333333333,Fail,D2
M,35-55,0,85.14285714285714,Excellent,D2
F,0-35,0,85.57142857142857,Pass,D2
M,0-35,0,89.14285714285714,Pass,D2
F,0-35,0,40.0,Fail,D2
F,0-35,1,73.71428571428571,Pass,D2
F,35-55,0,79.71428571428571,Pass,D2
F,0-35,0,79.57142857142857,Pass,D2
F,0-35,0,81.0,Pass,D2
F,35-55,1,81.85714285714286,Fail,D2
M,0-35,1,77.5,Fail,D2
F,35-55,0,85.85714285714286,Pass,D2
M,35-55,1,,Fail,D2
M,35-55,1,78.0,Pass,D2
M,35-55,1,75.57142857142857,Pass,D2
M,0-35,0,,Fail,D2
F,0-35,2,32.5,Fail,D2
F,0-35,0,49.85714285714285,Pass,D2
M,0-35,0,56.142857142857146,Pass,D2
F,0-35,0,57.5,Fail,D2
F,0-35,1,43.07692307692308,Fail,D2
F,0-35,0,65.85714285714286,Fail,D2
M,35-55,1,76.28571428571429,Fail,D2
M,0-35,0,69.18181818181819,Pass,D2
F,0-35,0,74.28571428571429,Pass,D2
F,0-35,0,67.0,Pass,D2
F,35-55,0,55.285714285714285,Fail,D2
M,0-35,0,52.285714285714285,Fail,D2
M,0-35,0,58.6,Fail,D2
M,0-35,1,76.0,Fail,D2
F,0-35,0,73.6875,Pass,D2
F,0-35,0,68.85714285714286,Pass,D2
F,0-35,0,60.0,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,1,,Fail,D2
F,0-35,0,81.57142857142857,Pass,D2
M,0-35,0,49.72727272727273,Fail,D2
M,0-35,0,,Fail,D2
M,0-35,1,58.57142857142857,Pass,D2
F,35-55,1,,Fail,D2
F,0-35,1,80.71428571428571,Pass,D2
M,0-35,0,75.71428571428571,Pass,D2
F,35-55,0,70.14285714285714,Pass,D2
F,0-35,1,91.0,Pass,D2
M,0-35,0,,Fail,D2
M,0-35,0,65.28571428571429,Pass,D2
M,0-35,1,70.0,Pass,D2
M,0-35,0,63.76923076923077,Pass,D2
F,0-35,1,62.9,Pass,D2
F,0-35,1,55.15384615384615,Pass,D2
F,0-35,0,81.0,Pass,D2
M,35-55,0,,Fail,D2
M,35-55,0,83.28571428571429,Pass,D2
F,0-35,2,80.0,Fail,D2
F,35-55,0,63.85714285714285,Pass,D2
F,0-35,1,58.44444444444444,Fail,D2
F,35-55,0,88.57142857142857,Pass,D2
M,0-35,0,86.28571428571429,Pass,D2
M,0-35,0,65.85714285714286,Pass,D2
M,0-35,0,69.85714285714286,Pass,D2
F,35-55,0,64.16666666666667,Fail,D2
F,35-55,0,81.0,Pass,D2
M,0-35,1,73.0,Fail,D2
F,0-35,0,80.42857142857143,Pass,D2
M,0-35,1,55.0,Fail,D2
M,0-35,0,,Fail,D2
F,0-35,0,88.85714285714286,Pass,D2
M,35-55,0,78.57142857142857,Pass,D2
M,0-35,0,70.85714285714286,Pass,D2
M,0-35,0,70.0,Fail,D2
M,0-35,1,,Fail,D2
F,0-35,0,73.33333333333333,Fail,D2
F,0-35,0,,Fail,D2
M,35-55,0,42.66666666666666,Fail,D2
M,0-35,2,56.75,Fail,D2
F,0-35,1,65.0,Fail,D2
M,0-35,1,86.57142857142857,Pass,D2
M,0-35,0,84.42857142857143,Pass,D2
F,0-35,0,74.16666666666667,Pass,D2
M,35-55,0,87.0,Pass,D2
M,0-35,0,70.57142857142857,Pass,D2
F,35-55,0,76.57142857142857,Pass,D2
F,35-55,0,88.85714285714286,Pass,D2
F,0-35,0,88.42857142857143,Pass,D2
F,0-35,1,89.55555555555556,Fail,D2
M,0-35,0,63.71428571428572,Pass,D2
M,0-35,0,74.14285714285714,Pass,D2
F,0-35,0,34.333333333333336,Fail,D2
F,0-35,0,67.28571428571429,Pass,D2
F,0-35,1,66.75,Pass,D2
M,0-35,0,75.66666666666667,Fail,D2
F,35-55,0,73.0,Pass,D2
M,0-35,0,74.42857142857143,Pass,D2
F,0-35,1,72.71428571428571,Pass,D2
M,0-35,2,42.625,Pass,D2
M,0-35,0,67.71428571428571,Pass,D2
F,0-35,1,50.0,Fail,D2
M,0-35,0,,Fail,D2
M,35-55,0,53.5,Fail,D2
M,0-35,0,78.16666666666667,Pass,D2
M,0-35,0,77.0,Pass,D2
M,35-55,0,78.85714285714286,Pass,D2
M,0-35,0,,Fail,D2
M,0-35,1,,Fail,D2
M,35-55,0,81.28571428571429,Pass,D2
F,0-35,0,51.71428571428572,Pass,D2
F,0-35,0,60.0,Fail,D2
F,0-35,0,85.42857142857143,Pass,D2
F,0-35,0,84.66666666666667,Fail,D2
F,0-35,0,91.57142857142856,Excellent,D2
F,0-35,0,78.42857142857143,Pass,D2
M,0-35,0,62.42857142857143,Fail,D2
F,35-55,0,,Fail,D2
M,0-35,0,50.0,Fail,D2
M,0-35,1,67.375,Pass,D2
F,0-35,1,52.5,Pass,D2
M,35-55,0,79.57142857142857,Pass,D2
F,35-55,2,67.5,Fail,D2
F,0-35,0,84.28571428571429,Pass,D2
M,0-35,0,67.14285714285714,Pass,D2
F,0-35,0,,Fail,D2
M,0-35,0,63.142857142857146,Pass,D2
M,35-55,0,65.57142857142857,Fail,D2
M,0-35,1,80.85714285714286,Excellent,D2
M,0-35,0,73.28571428571429,Pass,D2
M,0-35,0,47.66666666666666,Fail,D2
M,0-35,1,55.642857142857146,Pass,D2
F,35-55,0,81.42857142857143,Pass,D2
F,35-55,0,76.57142857142857,Pass,D2
M,0-35,0,44.42857142857143,Pass,D2
F,0-35,0,83.0,Pass,D2
M,0-35,0,89.14285714285714,Pass,D2
F,0-35,1,34.666666666666664,Fail,D2
M,0-35,0,51.0,Fail,D2
M,35-55,0,93.42857142857144,Excellent,D2
M,0-35,0,79.14285714285714,Pass,D2
M,0-35,0,85.85714285714286,Pass,D2
F,0-35,1,49.333333333333336,Fail,D2
M,0-35,0,63.0,Fail,D2
M,0-35,0,57.0,Fail,D2
M,0-35,0,61.71428571428572,Pass,D2
F,0-35,0,49.8,Fail,D2
F,35-55,0,91.14285714285714,Pass,D2
M,0-35,0,66.85714285714286,Pass,D2
M,0-35,0,58.333333333333336,Fail,D2
F,0-35,2,85.54545454545455,Fail,D2
F,0-35,0,66.0,Pass,D2
M,35-55,0,66.42857142857143,Pass,D2
M,35-55,0,83.28571428571429,Pass,D2
F,0-35,0,65.4,Fail,D2
M,0-35,0,69.0,Pass,D2
M,0-35,0,50.0,Fail,D2
M,0-35,0,65.85714285714286,Pass,D2
M,0-35,1,67.0,Fail,D2
M,35-55,0,79.0,Pass,D2
F,0-35,0,,Fail,D2
M,0-35,0,52.2,Fail,D2
M,35-55,0,10.0,Fail,D2
F,0-35,1,43.5,Fail,D2
F,0-35,0,86.71428571428571,Pass,D2
M,0-35,0,62.5,Fail,D2
M,0-35,0,77.5,Fail,D2
F,0-35,1,85.0,Fail,D2
F,35-55,2,79.0,Fail,D2
M,0-35,0,,Fail,D2
M,35-55,0,90.71428571428572,Pass,D2
M,0-35,0,56.66666666666666,Fail,D2
M,0-35,0,65.0,Fail,D2
M,0-35,0,,Fail,D2
M,35-55,0,68.85714285714286,Pass,D2
M,35-55,0,85.71428571428571,Pass,D2
M,0-35,1,51.57142857142857,Pass,D2
F,35-55,0,69.0,Pass,D2
M,0-35,0,79.14285714285714,Pass,D2
M,0-35,0,88.42857142857143,Excellent,D2
M,35-55,0,80.14285714285714,Pass,D2
F,35-55,0,91.66666666666669,Pass,D2
M,0-35,0,69.28571428571429,Excellent,D2
M,0-35,0,64.14285714285714,Pass,D2
F,0-35,0,,Fail,D2
F,0-35,0,69.5,Fail,D2
M,0-35,0,50.0,Fail,D2
M,0-35,0,74.66666666666667,Pass,D2
M,0-35,0,50.71428571428572,Pass,D2
M,0-35,0,85.0,Fail,D2
M,0-35,0,56.285714285714285,Fail,D2
M,0-35,0,66.28571428571429,Pass,D2
M,0-35,1,64.83333333333333,Fail,D2
F,35-55,1,72.25,Pass,D2
M,0-35,1,37.0,Fail,D2
F,0-35,0,77.71428571428571,Pass,D2
M,0-35,0,,Fail,D2
M,0-35,1,47.76923076923077,Pass,D2
M,0-35,1,72.71428571428571,Fail,D2
M,0-35,0,77.57142857142857,Pass,D2
M,0-35,0,,Fail,D2
M,0-35,0,,Fail,D2
M,35-55,0,68.85714285714286,Pass,D2
M,35-55,0,85.0,Fail,D2
M,0-35,1,56.66666666666666,Fail,D2
M,0-35,0,75.1875,Pass,D2
M,35-55,0,66.0,Fail,D2
M,0-35,1,78.14285714285714,Pass,D2
M,0-35,0,83.71428571428571,Pass,D2
M,0-35,0,58.57142857142857,Pass,D2
F,0-35,1,78.28571428571429,Pass,D2
F,0-35,0,69.0,Pass,D2
M,0-35,0,74.28571428571429,Pass,D2
F,0-35,1,54.0,Fail,D2
M,0-35,1,60.75,Fail,D2
M,55<=,0,77.14285714285714,Pass,D2
M,0-35,0,78.28571428571429,Pass,D2
M,0-35,0,45.0,Fail,D2
M,0-35,2,36.0,Fail,D2
M,0-35,0,79.14285714285714,Pass,D2
M,0-35,1,35.8,Fail,D2
F,0-35,1,,Fail,D2
F,0-35,0,37.5,Fail,D2
M,0-35,0,54.0,Fail,D2
M,0-35,0,55.42857142857143,Pass,D2
M,0-35,0,69.85714285714286,Pass,D2
F,0-35,0,89.25,Fail,D2
F,0-35,2,,Fail,D2
M,0-35,0,41.6,Fail,D2
F,0-35,0,87.71428571428571,Pass,D2
M,0-35,1,69.0,Pass,D2
M,0-35,1,47.0,Fail,D2
M,0-35,0,70.0,Pass,D2
F,35-55,1,71.0,Fail,D2
M,0-35,0,,Fail,D2
M,0-35,0,49.57142857142857,Pass,D2
M,0-35,0,,Fail,D2
M,35-55,1,71.66666666666667,Fail,D2
F,0-35,1,71.11111111111111,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,60.0,Fail,D2
F,35-55,0,82.42857142857143,Pass,D2
F,0-35,0,,Fail,D2
M,0-35,1,57.2,Fail,D2
F,35-55,0,94.33333333333331,Fail,D2
F,0-35,1,35.0,Fail,D2
F,0-35,0,49.75,Fail,D2
M,0-35,1,69.85714285714286,Pass,D2
F,0-35,0,48.25,Fail,D2
F,0-35,0,60.0,Fail,D2
F,35-55,0,52.66666666666666,Fail,D2
F,0-35,0,,Fail,D2
M,0-35,0,91.42857142857144,Excellent,D2
F,0-35,0,,Fail,D2
F,35-55,0,78.16666666666667,Pass,D2
M,0-35,0,47.5,Fail,D2
F,0-35,1,42.0,Fail,D2
F,0-35,0,67.85714285714286,Pass,D2
F,35-55,0,79.42857142857143,Pass,D2
F,0-35,1,,Fail,D2
M,0-35,0,,Fail,D2
F,0-35,1,54.2,Fail,D2
M,0-35,0,84.2,Fail,D2
M,0-35,1,43.66666666666666,Fail,D2
M,0-35,0,83.42857142857143,Excellent,D2
F,0-35,0,91.6,Fail,D2
F,0-35,1,70.71428571428571,Pass,D2
M,0-35,0,87.14285714285714,Pass,D2
M,0-35,0,91.66666666666669,Fail,D2
M,0-35,0,,Fail,D2
F,0-35,0,78.0,Pass,D2
F,0-35,0,65.0,Pass,D2
F,0-35,0,84.71428571428571,Pass,D2
F,0-35,0,,Fail,D2
M,35-55,0,,Fail,D2
F,35-55,0,68.14285714285714,Pass,D2
F,0-35,0,75.45454545454545,Pass,D2
M,0-35,0,84.85714285714286,Pass,D2
M,0-35,0,78.57142857142857,Pass,D2
M,0-35,0,,Fail,D2
M,35-55,0,76.71428571428571,Pass,D2
M,35-55,1,,Fail,D2
M,35-55,0,,Fail,D2
M,0-35,0,75.71428571428571,Pass,D2
M,35-55,0,68.85714285714286,Pass,D2
M,0-35,0,82.5,Fail,D2
M,0-35,0,82.28571428571429,Pass,D2
F,0-35,0,59.0,Fail,D2
M,0-35,0,85.0,Pass,D2
M,0-35,1,,Fail,D2
M,0-35,0,71.85714285714286,Pass,D2
F,0-35,0,93.0,Fail,D2
M,0-35,1,56.66666666666666,Fail,D2
F,0-35,0,81.91666666666667,Fail,D2
M,0-35,0,82.0,Pass,D2
M,0-35,0,,Fail,D2
F,0-35,0,61.71428571428572,Pass,D2
F,35-55,0,79.0,Pass,D2
M,0-35,0,75.25,Pass,D2
F,0-35,1,79.57142857142857,Fail,D2
F,0-35,1,74.8,Fail,D2
M,0-35,0,78.57142857142857,Pass,D2
F,0-35,0,70.33333333333333,Pass,D2
F,0-35,0,85.6,Fail,D2
M,0-35,0,48.57142857142857,Fail,D2
F,0-35,0,43.5,Fail,D2
F,0-35,0,68.71428571428571,Pass,D2
M,0-35,1,78.57142857142857,Pass,D2
M,0-35,0,85.0,Pass,D2
F,0-35,0,70.85714285714286,Pass,D2
F,0-35,0,71.85714285714286,Pass,D2
M,0-35,1,55.0,Fail,D2
M,35-55,0,,Fail,D2
F,0-35,1,35.0,Fail,D2
M,0-35,0,78.83333333333333,Pass,D2
F,0-35,0,69.42857142857143,Pass,D2
M,35-55,0,92.0,Pass,D2
M,35-55,0,58.85714285714285,Fail,D2
F,0-35,0,56.285714285714285,Pass,D2
M,0-35,0,59.0,Fail,D2
M,0-35,0,55.42857142857143,Pass,D2
M,0-35,0,,Fail,D2
M,0-35,0,85.57142857142857,Pass,D2
M,35-55,0,69.54545454545455,Pass,D2
M,0-35,0,87.0,Pass,D2
M,0-35,1,45.16666666666666,Fail,D2
F,35-55,0,62.5,Fail,D2
F,35-55,1,,Fail,D2
F,0-35,0,61.66666666666666,Fail,D2
M,0-35,0,,Fail,D2
M,0-35,1,77.2,Fail,D2
F,0-35,0,83.85714285714286,Pass,D2
M,0-35,0,60.71428571428572,Pass,D2
M,0-35,0,,Fail,D2
F,0-35,0,79.0,Pass,D2
F,0-35,1,47.0,Pass,D2
F,0-35,1,52.36363636363637,Fail,D2
F,35-55,1,100.0,Fail,D2
F,35-55,0,82.0,Pass,D2
M,0-35,0,50.0,Fail,D2
F,0-35,0,60.0,Fail,D2
M,0-35,0,60.0,Fail,D2
M,35-55,0,85.14285714285714,Excellent,D2
F,35-55,0,,Fail,D2
M,0-35,0,71.0,Fail,D2
F,0-35,1,74.5,Pass,D2
M,35-55,0,49.0,Fail,D2
M,0-35,0,42.0,Fail,D2
M,0-35,0,82.5,Fail,D2
M,0-35,0,,Fail,D2
F,0-35,0,79.85714285714286,Pass,D2
M,0-35,1,84.9090909090909,Pass,D2
M,0-35,0,55.0,Fail,D2
M,0-35,0,69.42857142857143,Pass,D2
M,0-35,0,72.71428571428571,Pass,D2
F,35-55,0,81.42857142857143,Pass,D2
F,35-55,0,75.0,Fail,D2
M,0-35,1,70.125,Fail,D2
M,0-35,0,76.85714285714286,Excellent,D2
M,0-35,0,34.0,Fail,D2
F,0-35,0,55.85714285714285,Fail,D2
F,0-35,0,,Fail,D2
F,35-55,0,47.0,Fail,D2
M,0-35,0,88.28571428571429,Excellent,D2
M,35-55,0,65.71428571428571,Fail,D2
F,35-55,0,,Fail,D2
F,0-35,0,92.14285714285714,Excellent,D2
F,0-35,0,47.5,Fail,D2
M,0-35,0,88.125,Pass,D2
M,0-35,0,33.0,Fail,D2
F,0-35,0,75.14285714285714,Pass,D2
M,0-35,0,79.0,Pass,D2
F,0-35,0,52.57142857142857,Fail,D2
F,0-35,0,,Fail,D2
M,0-35,0,92.71428571428572,Excellent,D2
M,35-55,0,83.14285714285714,Pass,D2
F,0-35,0,,Fail,D2
F,35-55,0,68.66666666666667,Pass,D2
M,0-35,0,95.25,Fail,D2
M,0-35,0,65.0,Fail,D2
F,0-35,0,50.142857142857146,Fail,D2
M,0-35,0,62.0,Fail,D2
M,0-35,0,87.85714285714286,Pass,D2
M,0-35,0,48.13333333333333,Pass,D2
M,0-35,0,65.0,Fail,D2
M,0-35,0,45.0,Fail,D2
M,0-35,0,67.66666666666667,Fail,D2
M,0-35,0,61.75,Fail,D2
M,0-35,0,67.0,Fail,D2
M,0-35,0,,Fail,D2
F,0-35,0,86.28571428571429,Pass,D2
M,0-35,0,,Fail,D2
M,0-35,0,,Fail,D2
F,35-55,0,77.42857142857143,Pass,D2
F,0-35,0,70.28571428571429,Pass,D2
M,0-35,0,,Fail,D2
F,0-35,0,52.5,Fail,D2
F,0-35,0,60.85714285714285,Fail,D2
M,0-35,0,95.0,Fail,D2
M,0-35,0,63.6875,Fail,D2
F,0-35,0,88.14285714285714,Pass,D2
M,35-55,0,93.14285714285714,Excellent,D2
M,0-35,0,81.57142857142857,Pass,D2
M,0-35,0,80.6,Pass,D2
M,0-35,0,,Fail,D2
F,0-35,0,58.85714285714285,Pass,D2
M,0-35,0,60.0,Fail,D2
F,0-35,0,70.42857142857143,Pass,D2
F,0-35,0,,Fail,D2
M,0-35,0,59.833333333333336,Fail,D2
M,0-35,0,,Fail,D2
F,0-35,0,91.85714285714286,Excellent,D2
M,0-35,0,55.0,Fail,D2
F,35-55,0,81.85714285714286,Pass,D2
M,0-35,0,56.5,Pass,D2
F,35-55,0,,Fail,D2
F,0-35,0,55.0,Fail,D2
M,35-55,0,72.85714285714286,Pass,D2
M,0-35,0,90.85714285714286,Excellent,D2
F,35-55,0,94.28571428571428,Excellent,D2
M,0-35,0,94.0,Excellent,D2
M,0-35,0,82.5,Fail,D2
M,0-35,0,74.33333333333333,Fail,D2
M,35-55,0,45.0,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,72.125,Pass,D2
M,0-35,0,83.71428571428571,Pass,D2
F,0-35,0,,Fail,D2
F,0-35,0,77.0,Pass,D2
F,0-35,0,76.71428571428571,Pass,D2
M,35-55,0,55.5,Fail,D2
F,0-35,0,52.66666666666666,Fail,D2
M,35-55,0,71.57142857142857,Pass,D2
M,0-35,0,91.28571428571428,Excellent,D2
F,0-35,0,60.0,Fail,D2
M,0-35,0,92.42857142857144,Pass,D2
M,0-35,0,54.125,Pass,D2
M,0-35,0,75.0,Fail,D2
M,0-35,0,77.71428571428571,Fail,D2
M,0-35,0,55.5,Fail,D2
M,35-55,0,68.28571428571429,Pass,D2
F,0-35,0,78.14285714285714,Pass,D2
M,0-35,0,48.57142857142857,Pass,D2
M,35-55,0,72.2,Fail,D2
F,0-35,0,81.85714285714286,Pass,D2
M,0-35,0,85.0,Fail,D2
M,0-35,0,,Fail,D2
M,0-35,0,77.14285714285714,Pass,D2
F,0-35,0,91.85714285714286,Excellent,D2
F,0-35,0,55.0,Fail,D2
M,0-35,0,76.28571428571429,Pass,D2
F,0-35,0,39.85714285714285,Fail,D2
M,0-35,0,78.14285714285714,Pass,D2
M,0-35,0,62.66666666666666,Fail,D2
M,0-35,0,68.57142857142857,Pass,D2
F,0-35,0,87.66666666666667,Fail,D2
M,0-35,0,,Fail,D2
M,0-35,0,81.4,Pass,D2
F,0-35,0,80.14285714285714,Pass,D2
M,0-35,0,58.0,Pass,D2
F,0-35,0,55.0,Fail,D2
M,35-55,0,81.42857142857143,Pass,D2
M,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
M,0-35,0,97.0625,Excellent,D2
M,0-35,0,88.85714285714286,Pass,D2
M,0-35,0,,Fail,D2
M,0-35,0,64.16666666666667,Pass,D2
M,0-35,0,55.0,Fail,D2
M,0-35,0,,Fail,D2
M,0-35,0,82.75,Pass,D2
M,0-35,0,57.4,Fail,D2
F,0-35,0,78.6,Fail,D2
M,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
M,0-35,0,,Fail,D2
M,0-35,0,,Fail,D2
F,35-55,0,83.71428571428571,Excellent,D2
F,35-55,0,55.0,Fail,D2
M,35-55,0,75.28571428571429,Pass,D2
F,0-35,0,88.28571428571429,Pass,D2
M,0-35,0,43.333333333333336,Pass,D2
M,0-35,0,65.0,Fail,D2
F,0-35,0,70.57142857142857,Pass,D2
M,0-35,0,50.0625,Fail,D2
M,0-35,0,,Fail,D2
F,0-35,0,55.0,Fail,D2
M,0-35,0,,Fail,D2
M,0-35,0,77.6,Fail,D2
F,0-35,0,49.66666666666666,Fail,D2
M,0-35,0,53.57142857142857,Pass,D2
